0 -8.55917e-06 -8.22085e-14 0.00625001
1 -4.17749e-06 -5.6926e-14 0.00624991
2 1.41471e-06 -4.67379e-14 0.00625001
3 3.84247e-06 -3.47682e-14 0.00625001
4 3.62265e-06 -2.92116e-14 0.00624991
5 2.10711e-06 -3.86483e-14 0.00625001
6 6.3559e-07 -1.28595e-13 0.00625001
7 -5.59587e-06 -1.50746e-14 0.00625006
8 -8.3343e-07 -6.05179e-15 0.00624996
9 4.14576e-06 -6.68675e-15 0.00625006
10 5.36107e-06 -9.91761e-15 0.00625006
11 4.02065e-06 -1.99173e-14 0.00624996
12 1.91939e-06 -3.13262e-14 0.00625006
13 2.92119e-07 -1.25575e-13 0.00625006
14 5.0721e-06 -1.20746e-14 0.0096975
15 6.93903e-06 -1.62246e-15 0.00625003
16 2.78578e-06 -2.69666e-15 0.00624994
17 -2.18267e-06 -8.37239e-15 0.00625003
18 -4.18219e-06 -1.90523e-14 0.00625003
19 -3.97804e-06 -2.9128e-14 0.00624994
20 -2.70583e-06 -3.97737e-14 0.00625003
21 -1.33867e-06 -1.11455e-13 0.00625003
22 -6.48907e-10 1.43108e-15 0.193958
23 1.28564e-09 1.0866e-14 0.151109
24 -8.398e-10 -4.62698e-14 0.117726
25 -1.08055e-09 -5.59273e-15 0.0917175
26 -1.48242e-09 4.45851e-14 0.0714543
27 8.37107e-09 8.56009e-15 0.0556687
28 -3.58898e-08 -4.30037e-14 0.0433706
29 1.05212e-07 -5.21511e-14 0.0337894
30 2.24605e-07 -7.79654e-14 0.0263241
31 2.98885e-07 -1.19902e-13 0.0205087
32 1.17384e-07 -3.93045e-14 0.0159778
33 -2.08204e-07 -2.99671e-14 0.0124481
34 5.37488e-08 -3.80368e-15 0.0096975
35 1.08038e-06 -2.15255e-15 0.00625003
36 -1.35488e-06 -6.83804e-15 0.00624994
37 -3.68892e-06 -1.80182e-14 0.00625003
38 -3.21286e-06 -3.02186e-14 0.00625003
39 -1.19049e-06 -3.88401e-14 0.00624994
40 7.68134e-07 -3.90367e-14 0.00625003
41 1.77111e-06 -2.78858e-14 0.00625003
42 1.7845e-06 -8.95755e-14 0.00624994
43 1.22427e-06 -3.87605e-13 0.00625003
44 -6.93731e-10 1.73285e-17 0.193959
45 1.4189e-09 3.21119e-17 0.15111
46 -1.20174e-09 -4.17824e-17 0.117726
47 -7.58923e-10 7.23208e-17 0.0917179
48 -9.59251e-10 -9.61772e-17 0.0714547
49 1.22025e-08 -1.58222e-16 0.055669
50 -6.46685e-08 -9.39004e-16 0.0433708
51 -2.76247e-07 -3.41628e-15 0.0337895
52 -6.64836e-07 -8.684e-15 0.0263242
53 -7.52098e-07 -9.5388e-15 0.0205088
54 -1.77e-07 -1.29408e-14 0.0159779
55 1.666e-06 -8.04864e-15 0.0124482
56 5.40026e-06 -5.12013e-15 0.00969754
57 7.32993e-06 -9.93506e-15 0.00625006
58 3.21292e-06 -2.20627e-14 0.00624996
59 -1.83635e-06 -3.49302e-14 0.00625006
