0 1.75369e-09 -1.29236e-14 0.381212
1 8.51432e-10 5.93201e-17 0.403774
2 2.86085e-10 9.51466e-17 0.427642
3 -1.94984e-11 6.30691e-17 0.452983
4 -1.94313e-10 6.11412e-17 0.479756
5 -1.84255e-10 4.41798e-17 0.508128
6 -1.05277e-10 1.8646e-17 0.538183
7 -1.03883e-10 1.14881e-17 0.570049
8 7.46122e-11 8.74203e-18 0.603767
9 -3.68859e-12 -4.4872e-18 0.639506
10 2.02089e-10 8.83174e-18 0.677349
11 1.33551e-10 1.60943e-17 0.717381
12 1.7229e-10 2.31216e-17 0.759855
13 3.0374e-10 6.17574e-17 0.804813
14 1.04143e-10 8.4941e-17 0.852422
15 3.80571e-10 1.12408e-16 0.902852
16 1.34986e-10 1.40372e-16 0.95627
17 1.79124e-10 1.37025e-16 1.01285
18 4.60193e-10 1.27129e-16 1.07275
19 -6.82469e-11 9.01927e-17 1.13623
20 4.51762e-10 4.25151e-17 1.20345
21 4.41633e-10 1.75021e-17 1.27468
22 -4.59661e-11 1.37412e-17 1.35007
23 7.70719e-10 6.65169e-18 1.42996
24 3.53726e-10 9.64692e-19 1.51457
25 -1.3712e-10 -1.93034e-17 1.60415
26 3.91576e-10 -1.95301e-17 1.69908
27 5.79152e-10 -1.21843e-15 1.7996
28 2.83813e-09 7.32545e-14 0.225062
29 1.87106e-09 6.93682e-17 0.238383
30 1.3555e-09 8.03843e-17 0.252474
31 1.01892e-09 3.18727e-17 0.267435
32 9.07708e-10 2.84765e-17 0.283241
33 8.55705e-10 -2.97589e-17 0.299992
34 9.61925e-10 -4.39378e-17 0.317736
35 9.48359e-10 -8.69017e-17 0.336549
36 1.15445e-09 -9.66574e-17 0.356456
37 1.10689e-09 -1.1835e-16 0.377556
38 1.22947e-09 -1.17918e-16 0.399898
39 1.18756e-09 -1.09981e-16 0.423532
40 1.1463e-09 -9.50537e-17 0.448608
41 1.27898e-09 -7.59312e-17 0.47515
42 1.03905e-09 -5.26983e-17 0.503258
43 1.21845e-09 -3.08888e-17 0.533031
